ID,Name,Sex,Team,NOC,Year
2696,Peter Ali,M,Australia,AUS,1980
4433,"Christine Frances ""Chris"" Annison-Stanton",F,Australia,AUS,1980
6033,"Stephen John ""Steve"" Austin",M,Australia,AUS,1980
6033,"Stephen John ""Steve"" Austin",M,Australia,AUS,1980
8096,Gerard Barrett,M,Australia,AUS,1980
8116,Robert Gordon Barrie,M,Australia,AUS,1980
8735,Crosbie Baulch,M,Australia,AUS,1980
8914,Kerry Bayliss (-Lindsay),F,Australia,AUS,1980
8914,Kerry Bayliss (-Lindsay),F,Australia,AUS,1980
8914,Kerry Bayliss (-Lindsay),F,Australia,AUS,1980
8914,Kerry Bayliss (-Lindsay),F,Australia,AUS,1980
8914,Kerry Bayliss (-Lindsay),F,Australia,AUS,1980
10134,"Gregory Laurie ""Greg"" Benko",M,Australia,AUS,1980
10134,"Gregory Laurie ""Greg"" Benko",M,Australia,AUS,1980
13028,John Bolt,M,Australia,AUS,1980
14520,Kevin Bradshaw,M,Australia,AUS,1980
14520,Kevin Bradshaw,M,Australia,AUS,1980
14881,"Stephen ""Steve"" Breheny",M,Australia,AUS,1980
15006,Graeme Thomas Brewer,M,Australia,AUS,1980
15006,Graeme Thomas Brewer,M,Australia,AUS,1980
15006,Graeme Thomas Brewer,M,Australia,AUS,1980
15006,Graeme Thomas Brewer,M,Australia,AUS,1980
15387,Neil Brooks,M,Australia,AUS,1980
15387,Neil Brooks,M,Australia,AUS,1980
15499,"Christopher ""Cris"" Brown",M,Australia,AUS,1980
15581,"Rosemary Edith Brown (-Alexander, -Fydler)",F,Australia,AUS,1980
15581,"Rosemary Edith Brown (-Alexander, -Fydler)",F,Australia,AUS,1980
15581,"Rosemary Edith Brown (-Alexander, -Fydler)",F,Australia,AUS,1980
15581,"Rosemary Edith Brown (-Alexander, -Fydler)",F,Australia,AUS,1980
15581,"Rosemary Edith Brown (-Alexander, -Fydler)",F,Australia,AUS,1980
15581,"Rosemary Edith Brown (-Alexander, -Fydler)",F,Australia,AUS,1980
15895,Robert Bryant,M,Australia,AUS,1980
17458,Martin Callaghan,M,Australia,AUS,1980
17712,Ian Bernard Campbell,M,Australia,AUS,1980
18221,"Marcus ""Mark"" Carew",M,Australia,AUS,1980
20838,Anne Chirnside (-Young),F,Australia,AUS,1980
23958,Perry Rothrock Crosswhite,M,Australia,AUS,1980
24413,Lisa Gaye Curry-Kenny,F,Australia,AUS,1980
24413,Lisa Gaye Curry-Kenny,F,Australia,AUS,1980
24413,Lisa Gaye Curry-Kenny,F,Australia,AUS,1980
24413,Lisa Gaye Curry-Kenny,F,Australia,AUS,1980
24413,Lisa Gaye Curry-Kenny,F,Australia,AUS,1980
24978,"Melvyn ""Mel"" Dalgleish",M,Australia,AUS,1980
25274,"William ""Bill"" Dankbaar",M,Australia,AUS,1980
25624,Ian Davies,M,Australia,AUS,1980
26019,"Robert Francois ""Rob"" de Castella",M,Australia,AUS,1980
29416,"Jennifer Barbara ""Jenny"" Donnet",F,Australia,AUS,1980
29416,"Jennifer Barbara ""Jenny"" Donnet",F,Australia,AUS,1980
29433,"Terene Eva ""Terry"" Donovan",F,Australia,AUS,1980
30556,Scott Dumbrell,M,Australia,AUS,1980
32664,David England,M,Australia,AUS,1980
33467,Peter Maxwell Evans,M,Australia,AUS,1980
33467,Peter Maxwell Evans,M,Australia,AUS,1980
33467,Peter Maxwell Evans,M,Australia,AUS,1980
33930,"Anthony ""Tony"" Falson",M,Australia,AUS,1980
34104,Peter John Farmer,M,Australia,AUS,1980
34704,"Michele ""Mitzi"" Ferguson",F,Australia,AUS,1980
35629,Colin John Fitzgerald,M,Australia,AUS,1980
35657,"David Thomas ""Dave"" Fitzsimons",M,Australia,AUS,1980
36072,"Stephen Neil ""Steve"" Foley",M,Australia,AUS,1980
36072,"Stephen Neil ""Steve"" Foley",M,Australia,AUS,1980
36236,Michelle Jan Ford (-Eriksson),F,Australia,AUS,1980
36236,Michelle Jan Ford (-Eriksson),F,Australia,AUS,1980
36236,Michelle Jan Ford (-Eriksson),F,Australia,AUS,1980
36310,"Elizabeth Marie ""Lisa"" Forrest",F,Australia,AUS,1980
36310,"Elizabeth Marie ""Lisa"" Forrest",F,Australia,AUS,1980
36310,"Elizabeth Marie ""Lisa"" Forrest",F,Australia,AUS,1980
36878,Luigi Carmine Fratangelo,M,Australia,AUS,1980
40362,"Penelope Elizabeth ""Penny"" Gillies (McCallum-)",F,Australia,AUS,1980
41028,Randall Goff,M,Australia,AUS,1980
44612,Peter Robert Hadfield,M,Australia,AUS,1980
45541,Stephen Handley,M,Australia,AUS,1980
45989,Sally Harding (-Withers),F,Australia,AUS,1980
48606,Yvonne Avis Hill,F,Australia,AUS,1980
49405,David Hollister,M,Australia,AUS,1980
49708,Gary Ronald Honey,M,Australia,AUS,1980
56498,Robert Kabbas,M,Australia,AUS,1980
58490,Zsigmond Kelevitz,M,Australia,AUS,1980
58562,Barry Kelly,M,Australia,AUS,1980
58562,Barry Kelly,M,Australia,AUS,1980
58834,Andrew Kerr,M,Australia,AUS,1980
58861,"Marcus Anthony ""Mark"" Kerry",M,Australia,AUS,1980
58861,"Marcus Anthony ""Mark"" Kerry",M,Australia,AUS,1980
58861,"Marcus Anthony ""Mark"" Kerry",M,Australia,AUS,1980
58861,"Marcus Anthony ""Mark"" Kerry",M,Australia,AUS,1980
66406,Robert Lang,M,Australia,AUS,1980
67974,Islay Lee,M,Australia,AUS,1980
68088,Robert Lee,M,Australia,AUS,1980
68088,Robert Lee,M,Australia,AUS,1980
71576,"Kenneth John ""Ken"" Lorraway",M,Australia,AUS,1980
71796,James Lowe,M,Australia,AUS,1980
76681,"Pamela Mary ""Pam"" Matthews",F,Australia,AUS,1980
77524,Valerie Jane McFarlane-Beddoe,F,Australia,AUS,1980
77524,Valerie Jane McFarlane-Beddoe,F,Australia,AUS,1980
77719,"Ronald John ""Ron"" McKeon",M,Australia,AUS,1980
77719,"Ronald John ""Ron"" McKeon",M,Australia,AUS,1980
77719,"Ronald John ""Ron"" McKeon",M,Australia,AUS,1980
77815,"Gordon ""Gordie"" McLeod",M,Australia,AUS,1980
79143,"Maxwell Raymond ""Max"" Metzker",M,Australia,AUS,1980
79143,"Maxwell Raymond ""Max"" Metzker",M,Australia,AUS,1980
79143,"Maxwell Raymond ""Max"" Metzker",M,Australia,AUS,1980
80401,"Donald ""Don"" Mitchell",M,Australia,AUS,1980
80428,"Richard Charles ""Rick"" Mitchell",M,Australia,AUS,1980
81549,Peter Guy Montgomery,M,Australia,AUS,1980
81693,Paul John Moorfoot,M,Australia,AUS,1980
81693,Paul John Moorfoot,M,Australia,AUS,1980
81693,Paul John Moorfoot,M,Australia,AUS,1980
82315,"Daniel ""Danny"" Morseu",M,Australia,AUS,1980
83008,Gael Patricia Mulhall-Martin,F,Australia,AUS,1980
83008,Gael Patricia Mulhall-Martin,F,Australia,AUS,1980
83700,Julian Muspratt,M,Australia,AUS,1980
85053,David Charles Neesham,M,Australia,AUS,1980
85818,Kevin John Nichols,M,Australia,AUS,1980
87537,Lindsay Nylund,M,Australia,AUS,1980
87537,Lindsay Nylund,M,Australia,AUS,1980
87537,Lindsay Nylund,M,Australia,AUS,1980
87537,Lindsay Nylund,M,Australia,AUS,1980
87537,Lindsay Nylund,M,Australia,AUS,1980
87537,Lindsay Nylund,M,Australia,AUS,1980
87537,Lindsay Nylund,M,Australia,AUS,1980
89535,"Lorenzo ""Lorry"" Orsini",M,Australia,AUS,1980
90760,"Susanne ""Susie"" Palfreyman",F,Australia,AUS,1980
91683,Georgina Louise Parkes,F,Australia,AUS,1980
91683,Georgina Louise Parkes,F,Australia,AUS,1980
91999,Glenn Scott Patching,M,Australia,AUS,1980
91999,Glenn Scott Patching,M,Australia,AUS,1980
92521,Michelle Robyn Pearson,F,Australia,AUS,1980
92521,Michelle Robyn Pearson,F,Australia,AUS,1980
94624,Michael Picken,M,Australia,AUS,1980
94831,"Geoffrey Benjamin ""Benny"" Pike",M,Australia,AUS,1980
94843,"Michael ""Mick"" Pikos",M,Australia,AUS,1980
96087,Kelvin Laurence Poole,M,Australia,AUS,1980
96087,Kelvin Laurence Poole,M,Australia,AUS,1980
100525,Brian John Richardson,M,Australia,AUS,1980
100654,"Leslie ""Les"" Riddle",M,Australia,AUS,1980
101161,Petra Janina Rivers,F,Australia,AUS,1980
101389,Denise Margaret Robertson-Boyd,F,Australia,AUS,1980
101389,Denise Margaret Robertson-Boyd,F,Australia,AUS,1980
105521,Remo Sansonetti,M,Australia,AUS,1980
105521,Remo Sansonetti,M,Australia,AUS,1980
106331,Willi Alfred Sawall,M,Australia,AUS,1980
106461,David Scarfe,M,Australia,AUS,1980
107978,"William ""Bill"" Scott",M,Australia,AUS,1980
108214,Graham Seers,M,Australia,AUS,1980
108623,"Lawrence James ""Larry"" Sengstock",M,Australia,AUS,1980
112233,David Gregory Smith,M,Australia,AUS,1980
112233,David Gregory Smith,M,Australia,AUS,1980
112276,Helen Leslie Smith (-Ius),F,Australia,AUS,1980
112523,"Philip John ""Phil"" Smyth",M,Australia,AUS,1980
113782,Lindsay Philip Spencer,M,Australia,AUS,1980
113782,Lindsay Philip Spencer,M,Australia,AUS,1980
114881,"Basilios ""Bill"" Stellios",M,Australia,AUS,1980
115087,"Norman ""Norm"" Stevens",M,Australia,AUS,1980
115121,Andrew Steward,M,Australia,AUS,1980
116346,Marina Sulicich (-Campbell),F,Australia,AUS,1980
116346,Marina Sulicich (-Campbell),F,Australia,AUS,1980
116346,Marina Sulicich (-Campbell),F,Australia,AUS,1980
116346,Marina Sulicich (-Campbell),F,Australia,AUS,1980
116346,Marina Sulicich (-Campbell),F,Australia,AUS,1980
116419,John Zoltan Sumegi,M,Australia,AUS,1980
116419,John Zoltan Sumegi,M,Australia,AUS,1980
116743,Garry John Sutton,M,Australia,AUS,1980
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,Australia,AUS,1980
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,Australia,AUS,1980
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,Australia,AUS,1980
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,Australia,AUS,1980
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,Australia,AUS,1980
121563,Carole Mary Toy,F,Australia,AUS,1980
122485,Kenrick Gregory Tucker,M,Australia,AUS,1980
122485,Kenrick Gregory Tucker,M,Australia,AUS,1980
122488,Michael Tucker,M,Australia,AUS,1980
122766,Charles Turner,M,Australia,AUS,1980
122791,Michael Turner,M,Australia,AUS,1980
124251,Karen Van de Graaf (-Ramsay),F,Australia,AUS,1980
124251,Karen Van de Graaf (-Ramsay),F,Australia,AUS,1980
124251,Karen Van de Graaf (-Ramsay),F,Australia,AUS,1980
124251,Karen Van de Graaf (-Ramsay),F,Australia,AUS,1980
124251,Karen Van de Graaf (-Ramsay),F,Australia,AUS,1980
126391,"Kenneth ""Ken"" Vidler",M,Australia,AUS,1980
128277,Peter Walsh,M,Australia,AUS,1980
128745,"Christopher ""Chris"" Wardlaw",M,Australia,AUS,1980
129527,"Deborah ""Debbie"" Wells (-Beresford)",F,Australia,AUS,1980
129799,"Pamela ""Pam"" Westendorf (-Marshall)",F,Australia,AUS,1980
129869,Verna Westwood,F,Australia,AUS,1980
130755,"Timothy John ""Tim"" Willoughby",M,Australia,AUS,1980
130869,Michael Wilson,M,Australia,AUS,1980
130869,Michael Wilson,M,Australia,AUS,1980
131140,Andrew Withers,M,Australia,AUS,1980
133229,Michael Young,M,Australia,AUS,1980
133236,"Timothy ""Tim"" Young",M,Australia,AUS,1980
3355,Gunter Ambra,M,East Germany,GDR,1980
5201,Reinhardt Arndt,M,East Germany,GDR,1980
5930,Ingrid Auerswald-Lange (Brestrich-),F,East Germany,GDR,1980
5930,Ingrid Auerswald-Lange (Brestrich-),F,East Germany,GDR,1980
6839,Jrgen Bhringer,M,East Germany,GDR,1980
8258,Thomas Barth,M,East Germany,GDR,1980
8664,Herbert Bauch,M,East Germany,GDR,1980
8741,Frank Baum,M,East Germany,GDR,1980
9185,Volker Beck,M,East Germany,GDR,1980
9185,Volker Beck,M,East Germany,GDR,1980
9423,Mario Behrendt,M,East Germany,GDR,1980
9426,Hartmuth Behrens,M,East Germany,GDR,1980
9426,Hartmuth Behrens,M,East Germany,GDR,1980
9792,Dieter Below,M,East Germany,GDR,1980
11134,Gisela Beyer (-Reimller),F,East Germany,GDR,1980
11136,Hans-Georg Beyer,M,East Germany,GDR,1980
11142,Olaf Beyer,M,East Germany,GDR,1980
11143,Udo Beyer,M,East Germany,GDR,1980
11755,Frank-Peter Bischof,M,East Germany,GDR,1980
11756,Martina Bischof (Fischer-),F,East Germany,GDR,1980
12179,Detlef Blasche,M,East Germany,GDR,1980
12595,Falk Boden,M,East Germany,GDR,1980
12629,Christine Bodner-Laser,F,East Germany,GDR,1980
12693,"Martina Boesler (-Kirchner, -Wieduwilt)",F,East Germany,GDR,1980
13604,Jrn Borowski,M,East Germany,GDR,1980
14889,Christina Brehmer-Lathan,F,East Germany,GDR,1980
14889,Christina Brehmer-Lathan,F,East Germany,GDR,1980
15077,Siegfried Brietzke,M,East Germany,GDR,1980
15350,Andreas Bronst,M,East Germany,GDR,1980
15350,Andreas Bronst,M,East Germany,GDR,1980
15350,Andreas Bronst,M,East Germany,GDR,1980
15350,Andreas Bronst,M,East Germany,GDR,1980
15350,Andreas Bronst,M,East Germany,GDR,1980
15350,Andreas Bronst,M,East Germany,GDR,1980
15350,Andreas Bronst,M,East Germany,GDR,1980
15350,Andreas Bronst,M,East Germany,GDR,1980
15676,Roland Brckner,M,East Germany,GDR,1980
15676,Roland Brckner,M,East Germany,GDR,1980
15676,Roland Brckner,M,East Germany,GDR,1980
15676,Roland Brckner,M,East Germany,GDR,1980
15676,Roland Brckner,M,East Germany,GDR,1980
15676,Roland Brckner,M,East Germany,GDR,1980
15676,Roland Brckner,M,East Germany,GDR,1980
15676,Roland Brckner,M,East Germany,GDR,1980
16385,Katharina Bullin,F,East Germany,GDR,1980
16434,Carsten Bunk,M,East Germany,GDR,1980
16852,Andreas Busse,M,East Germany,GDR,1980
16852,Andreas Busse,M,East Germany,GDR,1980
16966,Harald Bttner,M,East Germany,GDR,1980
21550,Hannes Waldemar Cierpinski,M,East Germany,GDR,1980
21917,Kerstin Claus-Knabe,F,East Germany,GDR,1980
24540,Barbara Czekalla,F,East Germany,GDR,1980
24904,Heike Dhne (-Mller),F,East Germany,GDR,1980
25124,Jrg Damme,M,East Germany,GDR,1980
26921,Andreas Decker,M,East Germany,GDR,1980
28449,Ines Diers (-Noack),F,East Germany,GDR,1980
28449,Ines Diers (-Noack),F,East Germany,GDR,1980
28449,Ines Diers (-Noack),F,East Germany,GDR,1980
28449,Ines Diers (-Noack),F,East Germany,GDR,1980
28449,Ines Diers (-Noack),F,East Germany,GDR,1980
28458,Ullrich Diener,M,East Germany,GDR,1980
28459,Walter Diener,M,East Germany,GDR,1980
28788,Thomas Dittrich,M,East Germany,GDR,1980
28962,Jens Doberschtz,M,East Germany,GDR,1980
29079,Lothar Doering,M,East Germany,GDR,1980
29115,Gottfried Dhn,M,East Germany,GDR,1980
29233,Lutz Dombrowski,M,East Germany,GDR,1980
29969,Gnter Dreibrodt,M,East Germany,GDR,1980
29970,Joachim Dreifke,M,East Germany,GDR,1980
30063,Margitta Droese-Pufe (Ludewig-),F,East Germany,GDR,1980
30063,Margitta Droese-Pufe (Ludewig-),F,East Germany,GDR,1980
30065,Bernd Drogan,M,East Germany,GDR,1980
30065,Bernd Drogan,M,East Germany,GDR,1980
30499,Uwe Dhring,M,East Germany,GDR,1980
30638,Frank Dundr (Butz-),M,East Germany,GDR,1980
30655,Uwe Dnkel,M,East Germany,GDR,1980
30944,Bernd Duvigneau,M,East Germany,GDR,1980
31231,Jrgen Eberding,M,East Germany,GDR,1980
31337,Brbel Eckert-Wckel,F,East Germany,GDR,1980
31337,Brbel Eckert-Wckel,F,East Germany,GDR,1980
32638,Olaf Engelhardt,M,East Germany,GDR,1980
33976,Jrgen Fanghnel,M,East Germany,GDR,1980
35102,Brigitte Fetzer (-Consuegra),F,East Germany,GDR,1980
35413,Rudi Fink,M,East Germany,GDR,1980
35550,Birgit Fischer-Schmidt,F,East Germany,GDR,1980
36768,Andreas Franke,M,East Germany,GDR,1980
37034,Jrg Freimuth,M,East Germany,GDR,1980
37195,Jrg Friedrich,M,East Germany,GDR,1980
37295,Silvia Frhlich,F,East Germany,GDR,1980
37423,"Ruth Fuchs (Gamm-, -Hellmann)",F,East Germany,GDR,1980
37472,Detlef Fuhrmann,M,East Germany,GDR,1980
37642,Manfred Funke,M,East Germany,GDR,1980
38909,Bettina Grtz (-Jahn),F,East Germany,GDR,1980
39066,Hartwig Gauder,M,East Germany,GDR,1980
39355,Roland Gehrke,M,East Germany,GDR,1980
39369,Dietmar Geilich,M,East Germany,GDR,1980
39383,Ines Geiler (-Kaulfuss),F,East Germany,GDR,1980
39383,Ines Geiler (-Kaulfuss),F,East Germany,GDR,1980
39449,Carsta Genu (-Khn),F,East Germany,GDR,1980
39760,Ernst Gerlach,M,East Germany,GDR,1980
39779,Adrian Germanus,M,East Germany,GDR,1980
39828,Detlef Gerstenberg,M,East Germany,GDR,1980
39898,Ute Geweniger (-Strauss),F,East Germany,GDR,1980
39898,Ute Geweniger (-Strauss),F,East Germany,GDR,1980
39898,Ute Geweniger (-Strauss),F,East Germany,GDR,1980
40866,Maxi Gnauck,F,East Germany,GDR,1980
40866,Maxi Gnauck,F,East Germany,GDR,1980
40866,Maxi Gnauck,F,East Germany,GDR,1980
40866,Maxi Gnauck,F,East Germany,GDR,1980
40866,Maxi Gnauck,F,East Germany,GDR,1980
40866,Maxi Gnauck,F,East Germany,GDR,1980
41066,Dietmar Ghring,M,East Germany,GDR,1980
41066,Dietmar Ghring,M,East Germany,GDR,1980
41066,Dietmar Ghring,M,East Germany,GDR,1980
41440,Mario Gonsierowski,M,East Germany,GDR,1980
42182,Detlev Grabs,M,East Germany,GDR,1980
42182,Detlev Grabs,M,East Germany,GDR,1980
42182,Detlev Grabs,M,East Germany,GDR,1980
42718,Andreas Gregor,M,East Germany,GDR,1980
43312,Steffen Grummt,M,East Germany,GDR,1980
43333,Klaus Gruner,M,East Germany,GDR,1980
44148,Karin Guthke (-Hrtig),F,East Germany,GDR,1980
44223,Siegmar Gutzeit,M,East Germany,GDR,1980
44492,Wolfgang Haase,M,East Germany,GDR,1980
44644,Klaus Haertter,M,East Germany,GDR,1980
44644,Klaus Haertter,M,East Germany,GDR,1980
45590,Wolfgang Hanisch,M,East Germany,GDR,1980
46313,Hans-Joachim Hartnick,M,East Germany,GDR,1980
46319,Bernd Hartstein,M,East Germany,GDR,1980
46667,Lothar Hause,M,East Germany,GDR,1980
47233,Hellfried Heilfort,M,East Germany,GDR,1980
47233,Hellfried Heilfort,M,East Germany,GDR,1980
47238,Andrea Heim (-Markus),F,East Germany,GDR,1980
47245,Sigrid Heimann (-Ulbricht),F,East Germany,GDR,1980
47269,Birgit Heinecke (Richter-),F,East Germany,GDR,1980
47281,Harald Heinke,M,East Germany,GDR,1980
47374,Hans-Jrgen Helbig,M,East Germany,GDR,1980
47479,Rdiger Helm,M,East Germany,GDR,1980
47479,Rdiger Helm,M,East Germany,GDR,1980
47479,Rdiger Helm,M,East Germany,GDR,1980
47520,Ralf-Peter Hemmann,M,East Germany,GDR,1980
47520,Ralf-Peter Hemmann,M,East Germany,GDR,1980
47520,Ralf-Peter Hemmann,M,East Germany,GDR,1980
47520,Ralf-Peter Hemmann,M,East Germany,GDR,1980
47520,Ralf-Peter Hemmann,M,East Germany,GDR,1980
47520,Ralf-Peter Hemmann,M,East Germany,GDR,1980
47520,Ralf-Peter Hemmann,M,East Germany,GDR,1980
47520,Ralf-Peter Hemmann,M,East Germany,GDR,1980
47538,Peter Hempel,M,East Germany,GDR,1980
47662,Michael Hennig,M,East Germany,GDR,1980
47817,Uwe Heppner,M,East Germany,GDR,1980
48211,Sabine Hertrampf (Mnch-),F,East Germany,GDR,1980
48211,Sabine Hertrampf (Mnch-),F,East Germany,GDR,1980
48250,Lutz Helich,M,East Germany,GDR,1980
48318,Olaf Heukrodt,M,East Germany,GDR,1980
48318,Olaf Heukrodt,M,East Germany,GDR,1980
48326,Jrgen Heuser,M,East Germany,GDR,1980
48365,Werner Heyer,M,East Germany,GDR,1980
48681,Silvia Hindorff (-Hafemeister),F,East Germany,GDR,1980
48681,Silvia Hindorff (-Hafemeister),F,East Germany,GDR,1980
48681,Silvia Hindorff (-Hafemeister),F,East Germany,GDR,1980
48681,Silvia Hindorff (-Hafemeister),F,East Germany,GDR,1980
48681,Silvia Hindorff (-Hafemeister),F,East Germany,GDR,1980
48681,Silvia Hindorff (-Hafemeister),F,East Germany,GDR,1980
49011,Bernhard Hochwald,M,East Germany,GDR,1980
49100,Bernhard Hoff,M,East Germany,GDR,1980
49100,Bernhard Hoff,M,East Germany,GDR,1980
49135,Falk Hoffmann,M,East Germany,GDR,1980
49135,Falk Hoffmann,M,East Germany,GDR,1980
49155,Lutz Hoffmann,M,East Germany,GDR,1980
49155,Lutz Hoffmann,M,East Germany,GDR,1980
49155,Lutz Hoffmann,M,East Germany,GDR,1980
49155,Lutz Hoffmann,M,East Germany,GDR,1980
49155,Lutz Hoffmann,M,East Germany,GDR,1980
49155,Lutz Hoffmann,M,East Germany,GDR,1980
49155,Lutz Hoffmann,M,East Germany,GDR,1980
49155,Lutz Hoffmann,M,East Germany,GDR,1980
49215,Rainer Hft,M,East Germany,GDR,1980
49275,Bernd Hing,M,East Germany,GDR,1980
49597,Frank-Eberhard Hltje,M,East Germany,GDR,1980
49597,Frank-Eberhard Hltje,M,East Germany,GDR,1980
49672,Ute Hommola,F,East Germany,GDR,1980
49865,Burckhardt Hoppe,M,East Germany,GDR,1980
50024,Thomas Horschel,M,East Germany,GDR,1980
50122,Hilmar Hofeld,M,East Germany,GDR,1980
50960,Sarina Hlsenbeck (-Fischer),F,East Germany,GDR,1980
50960,Sarina Hlsenbeck (-Fischer),F,East Germany,GDR,1980
53179,Hans-Jrgen Jacobi,M,East Germany,GDR,1980
53352,Harald Jhrling,M,East Germany,GDR,1980
53376,Bernd Jkel,M,East Germany,GDR,1980
53434,Bernd Jakubowski,M,East Germany,GDR,1980
53692,Gabriele Janke,F,East Germany,GDR,1980
53692,Gabriele Janke,F,East Germany,GDR,1980
53986,"Martina Jschke (-Scheidewig, -Flle)",F,East Germany,GDR,1980
53986,"Martina Jschke (-Scheidewig, -Flle)",F,East Germany,GDR,1980
54043,Hans-Georg Jaunich,M,East Germany,GDR,1980
56294,Hendrik Jung,M,East Germany,GDR,1980
57114,Martina Kmpfert (-Steuk),F,East Germany,GDR,1980
57321,Ramona Kapheim (Jahnke-),F,East Germany,GDR,1980
57675,Ulrich Karnatz,M,East Germany,GDR,1980
57931,Detlef Kstner,M,East Germany,GDR,1980
58877,Peter Kersten,M,East Germany,GDR,1980
60775,Jutta Kirst (Krautwurst-),F,East Germany,GDR,1980
61044,Ulrike Klapezynski-Bruns,F,East Germany,GDR,1980
61092,Ina Kleber (-Buttgereit),F,East Germany,GDR,1980
61193,Bernd Klenke,M,East Germany,GDR,1980
61228,Cornelia Klier (Bgel-),F,East Germany,GDR,1980
61428,"Christiane Knacke (-Driesener, -Sommer)",F,East Germany,GDR,1980
61457,Andreas Knebel,M,East Germany,GDR,1980
61477,Christiane Knetsch-Kpke,F,East Germany,GDR,1980
61614,Thomas Knuths,M,East Germany,GDR,1980
61776,Marita Koch (-Meier),F,East Germany,GDR,1980
61776,Marita Koch (-Meier),F,East Germany,GDR,1980
62547,Ulrich Kons,M,East Germany,GDR,1980
62690,Hans-Peter Koppe,M,East Germany,GDR,1980
63148,Ute Kostrzewa (-Meyer),F,East Germany,GDR,1980
63250,Klaus Kotzmann,M,East Germany,GDR,1980
63250,Klaus Kotzmann,M,East Germany,GDR,1980
63691,Steffi Krker (-Biskupek),F,East Germany,GDR,1980
63691,Steffi Krker (-Biskupek),F,East Germany,GDR,1980
63691,Steffi Krker (-Biskupek),F,East Germany,GDR,1980
63691,Steffi Krker (-Biskupek),F,East Germany,GDR,1980
63691,Steffi Krker (-Biskupek),F,East Germany,GDR,1980
63691,Steffi Krker (-Biskupek),F,East Germany,GDR,1980
63713,Axel Krmer,M,East Germany,GDR,1980
63822,Bernd Krau,M,East Germany,GDR,1980
63840,Barbara Krause (-Wanja),F,East Germany,GDR,1980
63840,Barbara Krause (-Wanja),F,East Germany,GDR,1980
63840,Barbara Krause (-Wanja),F,East Germany,GDR,1980
63850,Kerstin Krause,F,East Germany,GDR,1980
63857,Roswitha Krause,F,East Germany,GDR,1980
64007,"Waltraud Kretzschmar (Hermann-, -Czelake)",F,East Germany,GDR,1980
64278,Klaus Krppelien,M,East Germany,GDR,1980
64309,Barbara Krug,F,East Germany,GDR,1980
64329,Hartmut Krger,M,East Germany,GDR,1980
64334,Karl-Heinz Krger,M,East Germany,GDR,1980
64335,Katrin Krger (-Mietzner),F,East Germany,GDR,1980
64702,Detlef Khn,M,East Germany,GDR,1980
64703,Dieter Khn,M,East Germany,GDR,1980
64719,Frank Khne,M,East Germany,GDR,1980
64719,Frank Khne,M,East Germany,GDR,1980
64719,Frank Khne,M,East Germany,GDR,1980
64719,Frank Khne,M,East Germany,GDR,1980
64985,Kornelia Kunisch (Elbe-),F,East Germany,GDR,1980
65015,Joachim Kunz,M,East Germany,GDR,1980
65024,Hansjrg Kunze,M,East Germany,GDR,1980
65181,Klaus-Dieter Kurrat,M,East Germany,GDR,1980
66355,Bernd Landvoigt,M,East Germany,GDR,1980
66357,Jrg Landvoigt,M,East Germany,GDR,1980
67052,Jutta Lau,F,East Germany,GDR,1980
67175,Henry Lauterbach,M,East Germany,GDR,1980
68367,Heike Lehmann (-Grund),F,East Germany,GDR,1980
68372,Karl-Heinz Lehmann,M,East Germany,GDR,1980
68643,Armin Reimund Lemme,M,East Germany,GDR,1980
69054,Andreas Letz,M,East Germany,GDR,1980
69066,Eckhard Leue,M,East Germany,GDR,1980
69730,Matthias Liebers,M,East Germany,GDR,1980
69735,"Beate Liebich (Ldtke-, -Conrad)",F,East Germany,GDR,1980
70359,Cornelia Linse,F,East Germany,GDR,1980
70915,Bettina Lbel,F,East Germany,GDR,1980
70915,Bettina Lbel,F,East Germany,GDR,1980
71084,"Gabriele ""Gabi"" Lohs-Khn",F,East Germany,GDR,1980
71522,Dietmar Lorenz,M,East Germany,GDR,1980
71522,Dietmar Lorenz,M,East Germany,GDR,1980
71793,Gabriele Lwe (Kotte-),F,East Germany,GDR,1980
71793,Gabriele Lwe (Kotte-),F,East Germany,GDR,1980
72102,Klaus-Dieter Ludwig,M,East Germany,GDR,1980
72109,Olaf Ludwig,M,East Germany,GDR,1980
72109,Olaf Ludwig,M,East Germany,GDR,1980
73019,Lutz Mack,M,East Germany,GDR,1980
73019,Lutz Mack,M,East Germany,GDR,1980
73019,Lutz Mack,M,East Germany,GDR,1980
73019,Lutz Mack,M,East Germany,GDR,1980
73019,Lutz Mack,M,East Germany,GDR,1980
73019,Lutz Mack,M,East Germany,GDR,1980
73019,Lutz Mack,M,East Germany,GDR,1980
73019,Lutz Mack,M,East Germany,GDR,1980
73189,Uwe Madeja,M,East Germany,GDR,1980
74606,Frank Mantek,M,East Germany,GDR,1980
74944,Harald Marg,M,East Germany,GDR,1980
76794,Evelyn Matz (-Hbscher),F,East Germany,GDR,1980
76931,Gerd May,M,East Germany,GDR,1980
78036,Gisela Medefindt (-Bodis),F,East Germany,GDR,1980
